time,price,volume
1578097980000,5.84,1201212.15
1578097980000,5.84,1201212.15
1578098040000,5.84,1201212.15
1578098100000,5.84,1201136.95
1578098100000,5.87,1201153.98
1578098160000,5.87,1201153.98
1578098160000,5.87,1201128.96
1578098220000,5.87,1201128.96
1578098220000,5.87,1201145.99
1578098280000,5.87,1201145.99
1578098280000,5.87,1201145.99
1578098340000,5.87,1201145.99
1578098340000,5.87,1201140.81
1578098400000,5.87,1201140.81
1578098400000,5.85,1201394.71
1578098460000,5.85,1201394.71
1578098460000,5.85,1201245.87
1578098520000,5.85,1201245.87
1578098520000,5.85,1201245.87
1578098580000,5.85,1201245.87
1578098580000,5.85,1201304.87
1578098640000,5.85,1201724.98
1578098640000,5.85,1201983.50
1578098700000,5.85,1200197.60
1578098700000,5.85,1200197.60
1578098760000,5.85,1200197.60
1578098760000,5.85,1200197.60
1578098820000,5.86,1200227.28
1578098820000,5.86,1200227.28
1578098880000,5.86,1200172.96
1578098880000,5.86,1199784.59
1578098940000,5.86,1199784.59
1578098940000,5.86,1199784.59
1578099000000,5.86,1199699.23
1578099000000,5.86,1199699.23
1578099060000,5.86,1199699.23
1578099120000,5.86,1197563.85
1578099120000,5.86,1197563.85
1578099180000,5.84,1198305.23
1578099180000,5.84,1198806.23
1578099240000,5.84,1198806.23
1578099240000,5.84,1198806.23
1578099300000,5.84,1198806.23
1578099300000,5.84,1198806.23
1578099360000,5.86,1200763.85
1578099360000,5.86,1200763.85
1578099420000,5.86,1200763.85
1578099420000,5.86,1200763.85
1578099480000,5.86,1199653.62
1578099480000,5.85,1200046.78
1578099540000,5.85,1200046.78
1578099540000,5.83,1201687.33
1578099600000,5.83,1201687.33
1578099600000,5.83,1201687.33
1578099660000,5.83,1201687.33
1578099660000,5.83,1201687.33
1578099720000,5.83,1201687.33
1578099780000,5.83,1201859.47
1578099780000,5.83,1201859.47
1578099840000,5.82,1202892.85
1578099840000,5.82,1202892.85
1578099900000,5.82,1202829.41
1578100020000,5.76,1204646.88
1578100920000,5.79,1198962.60
1578101520000,5.73,1197966.55
1578102120000,5.78,1193634.76
1578102720000,5.74,1181300.32
1578103320000,5.73,1182710.87
1578104160000,5.71,1190013.28
1578105240000,5.71,1187514.54
1578106320000,5.72,1188352.33
1578107160000,5.71,1179658.95
1578108240000,5.72,1171459.66
1578109320000,5.70,1167366.56
1578110400000,5.70,1161684.32
1578111480000,5.73,1163079.86
1578112560000,5.70,1168906.31
1578113520000,5.78,1168023.94
1578114600000,5.78,1166568.10
1578115680000,5.72,1166057.19
1578116760000,5.76,1161364.14
1578117840000,5.76,1161930.39
1578118920000,5.76,1161907.55
1578119520000,5.76,1161907.55
1578119520000,5.76,1161907.55
1578119580000,5.76,1161907.55
1578119580000,5.76,1161907.55
1578119640000,5.77,1163070.86
1578120120000,5.76,1163375.70
1578120720000,5.73,1166009.12
1578121320000,5.73,1167472.41
1578121920000,5.76,1172626.37
1578122520000,5.76,1172626.37
1578122520000,5.71,1173468.55
1578123120000,5.71,1153705.97
1578123960000,5.71,1149522.01
1578124140000,5.76,1118139.80
1578125040000,5.80,1099849.88
1578126120000,5.80,1100906.92
1578126720000,5.83,1077939.29
1578127800000,5.83,1057163.03
1578128880000,5.83,1034720.70
1578129960000,5.87,1031917.12
1578130680000,5.87,1031917.12
1578130680000,5.87,1031917.12
1578130740000,5.87,1031747.06
1578130740000,5.87,1031747.06
1578130800000,5.87,1031747.06
1578130800000,5.87,1031747.06
1578130860000,5.86,1037246.50
1578130860000,5.86,1037246.50
1578130920000,5.86,1036090.18
1578130920000,5.86,1032487.59
1578130980000,5.83,1031103.68
1578131040000,5.83,1031103.68
1578131100000,5.83,1031103.68
1578131100000,5.83,1031103.68
1578131160000,5.83,1029441.58
1578131160000,5.83,1029326.99
1578131220000,5.83,1029326.99
1578131220000,5.83,1028100.64
1578131280000,5.83,1027529.96
1578131280000,5.84,1027500.61
1578131340000,5.83,1029044.34
1578131340000,5.83,1029655.62
1578131400000,5.83,1029655.62
1578131460000,5.83,1030629.42
1578131460000,5.83,1030629.42
1578131520000,5.83,1029630.48
1578131520000,5.83,1029630.48
1578131580000,5.83,1029630.48
1578131580000,5.83,1029630.48
1578131640000,5.83,1029975.61
1578131640000,5.83,1029975.61
1578131700000,5.83,1026253.66
1578131700000,5.83,1023543.22
1578131760000,5.83,1021348.44
1578131760000,5.83,1014105.05
1578131820000,5.83,1009586.88
1578131820000,5.83,1011129.61
1578131880000,5.83,1011129.61
1578131880000,5.83,1011179.31
1578131940000,5.83,1011179.31
1578131940000,5.83,1011179.31
1578132000000,5.82,1013241.78
1578132120000,5.82,1013241.78
1578132180000,5.83,1014403.63
1578132180000,5.83,1013355.25
1578132240000,5.83,1012202.72
1578132240000,5.83,1012202.72
1578132300000,5.83,1012202.72
1578132360000,5.83,1012384.18
1578132360000,5.83,1009440.03
1578132420000,5.82,1010132.42
1578132480000,5.82,1010475.19
1578132540000,5.82,1008493.56
1578132540000,5.84,1005583.58
1578132600000,5.84,1005583.58
1578132660000,5.81,998539.99
1578132720000,5.83,1000039.99
1578132780000,5.83,999909.58
1578132840000,5.81,999992.54
1578132900000,5.81,999975.68
1578132900000,5.81,1000293.21
1578133020000,5.81,1000253.21
1578133020000,5.80,995168.37
1578133080000,5.80,995128.89
1578133140000,5.80,994930.58
1578133200000,5.80,995836.45
1578133260000,5.77,995686.72
1578133320000,5.77,995700.88
1578133320000,5.77,996628.20
1578133380000,5.77,996628.20
1578133380000,5.77,996628.20
1578133440000,5.77,996628.20
1578133440000,5.77,996191.29
1578133500000,5.77,996191.29
1578133500000,5.77,996191.29
1578133560000,5.77,996362.80
1578133620000,5.77,996362.80
1578133620000,5.77,997078.51
1578133680000,5.75,1000061.76
1578133680000,5.75,998674.09
1578133800000,5.77,998700.67
1578133800000,5.77,998682.21
1578133860000,5.77,996824.47
1578133920000,5.77,996824.47
1578133920000,5.77,996824.47
1578133980000,5.77,996824.47
1578133980000,5.77,997185.67
1578134040000,5.75,999633.71
1578134040000,5.75,995560.65
1578134100000,5.75,991630.82
1578134100000,5.78,991079.84
1578134160000,5.78,987365.25
1578134160000,5.76,989973.25
1578134220000,5.76,989973.25
1578134220000,5.76,989973.25
1578134280000,5.78,989058.17
1578134280000,5.78,985796.37
1578134340000,5.78,981678.23
1578134340000,5.78,980604.73
1578134400000,5.78,975934.21
1578134400000,5.78,975764.41
1578134460000,5.76,975433.53
1578134520000,5.76,973516.81
1578134580000,5.76,973528.84
1578134580000,5.76,974067.02
1578134640000,5.76,973902.01
1578134640000,5.76,973924.57
1578134700000,5.76,973724.57
1578134700000,5.76,973601.53
1578134760000,5.76,973601.53
1578134760000,5.76,973601.53
1578134820000,5.75,973694.56
1578134820000,5.75,973694.56
1578134880000,5.75,973528.17
1578134880000,5.75,966367.42
1578134940000,5.75,966028.52
1578135000000,5.76,960882.63
1578135000000,5.76,959752.05
1578135060000,5.76,956719.28
1578135060000,5.76,955011.75
1578135120000,5.76,954520.75
1578135120000,5.76,953258.56
1578135180000,5.73,951959.54
1578135180000,5.73,950887.68
1578135240000,5.73,948761.64
1578135240000,5.73,935872.25
1578135300000,5.74,935649.80
1578135300000,5.74,935599.80
1578135360000,5.74,931264.70
1578135360000,5.74,931264.70
1578135420000,5.74,931491.52
1578135420000,5.74,931425.04
1578135480000,5.78,929932.71
1578135480000,5.78,926388.86
1578135540000,5.78,925014.86
1578135540000,5.77,926340.59
1578135600000,5.77,929129.65
1578135600000,5.77,929764.82
1578135660000,5.77,928408.93
1578135660000,5.77,927092.53
1578135720000,5.77,925077.93
1578135720000,5.77,923892.11
1578135840000,5.77,922658.91
1578135960000,5.77,922570.89
1578136080000,5.77,913646.41
1578136140000,5.77,909653.92
1578136200000,5.77,909461.45
1578136200000,5.77,909350.45
1578136260000,5.77,909350.45
1578136320000,5.77,909348.73
1578136380000,5.75,909469.44
1578136380000,5.75,909401.37
1578136440000,5.75,910559.82
1578136500000,5.75,910559.82
1578136560000,5.75,909415.97
1578136560000,5.77,906326.59
1578136620000,5.77,906341.87
1578136680000,5.77,895821.46
1578136740000,5.77,894807.07
1578136800000,5.77,894807.07
1578136800000,5.77,884483.11
1578136860000,5.77,883890.46
1578136920000,5.76,885590.28
1578136980000,5.76,885385.12
1578137040000,5.76,885085.48
1578137040000,5.76,880372.60
1578137100000,5.76,880372.60
1578137160000,5.76,880372.60
1578137160000,5.76,880372.60
1578137220000,5.76,880372.60
1578137220000,5.76,880372.60
1578137280000,5.76,880372.60
1578137340000,5.76,880372.60
1578137340000,5.76,880372.60
1578137400000,5.76,880372.60
1578137400000,5.76,880372.60
1578137460000,5.78,880381.20
1578137460000,5.78,880248.62
1578137520000,5.78,876135.79
1578137520000,5.78,876115.90
1578137580000,5.78,874915.43
1578137580000,5.78,874784.79
1578137640000,5.78,874784.79
1578137640000,5.78,874784.79
1578137700000,5.78,874784.79
1578137700000,5.78,874628.61
1578137760000,5.78,871175.80
1578137760000,5.78,871175.80
1578137820000,5.78,871175.80
1578137820000,5.78,870323.70
1578137880000,5.78,869338.10
1578137940000,5.78,869338.10
1578137940000,5.78,869338.10
1578138000000,5.78,869338.10
1578138000000,5.78,869338.10
1578138060000,5.78,869090.90
1578138060000,5.78,869090.90
1578138120000,5.78,869090.90
1578138120000,5.78,869006.31
1578138180000,5.78,868567.13
1578138180000,5.78,866643.97
1578138240000,5.76,866678.37
1578138240000,5.76,865178.37
1578138300000,5.76,866398.33
1578138300000,5.76,866653.56
1578138360000,5.76,866653.56
1578138360000,5.76,866653.56
1578138420000,5.75,866983.96
1578138420000,5.75,867019.73
1578138480000,5.75,867019.73
1578138480000,5.75,865640.38
1578138540000,5.75,865640.38
1578138540000,5.75,865245.67
1578138600000,5.75,865245.67
1578138600000,5.75,865074.54
1578138660000,5.75,865074.54
1578138720000,5.75,863282.22
1578138720000,5.75,853837.11
1578138780000,5.75,853799.22
1578138780000,5.75,853799.22
1578138840000,5.75,853799.22
1578138840000,5.75,853799.22
1578138900000,5.75,853799.22
1578138900000,5.75,853623.08
1578138960000,5.75,853303.70
1578138960000,5.75,851009.12
1578139020000,5.74,852140.53
1578139020000,5.74,852140.53
1578139080000,5.74,852140.53
1578139080000,5.74,852140.53
1578139140000,5.74,852140.53
1578139140000,5.74,852140.53
1578139200000,5.74,851736.90
1578139200000,5.74,851736.90
1578139260000,5.74,851736.90
1578139260000,5.73,851853.51
1578139320000,5.72,848111.41
1578139320000,5.72,848111.41
1578139380000,5.72,848110.41
1578139380000,5.72,848110.41
1578139440000,5.72,848016.66
1578139440000,5.72,848016.66
1578139500000,5.72,847175.47
1578139500000,5.72,846365.70
1578139620000,5.72,846805.96
1578139680000,5.72,845290.15
1578139680000,5.72,845692.11
1578139740000,5.72,845059.99
1578139740000,5.70,859429.00
1578139800000,5.69,857806.30
1578139800000,5.69,857806.30
1578139860000,5.72,858437.10
1578139860000,5.73,858249.84
1578139920000,5.73,857869.67
1578139920000,5.73,857869.67
1578139980000,5.73,857869.67
1578139980000,5.73,857417.11
1578140040000,5.73,852917.11
1578140040000,5.73,851814.94
1578140100000,5.73,848954.90
1578140100000,5.73,848954.90
1578140160000,5.70,848971.39
1578140160000,5.70,848971.39
1578140220000,5.70,847450.89
1578140220000,5.70,843320.20
1578140280000,5.70,840171.96
1578140280000,5.71,833480.29
1578140340000,5.71,830071.72
1578140340000,5.71,825241.74
1578140400000,5.71,823726.32
1578140400000,5.71,824767.18
1578140460000,5.71,825451.58
1578140460000,5.70,825970.76
1578140520000,5.69,828303.04
1578140520000,5.69,826353.60
1578140580000,5.67,820606.19
1578140580000,5.67,820606.19
1578140640000,5.67,819188.95
1578140700000,5.67,825061.01
1578140700000,5.67,825044.14
1578140760000,5.67,825045.14
1578140760000,5.70,825046.27
1578140820000,5.70,825168.58
1578140820000,5.68,824453.74
1578140880000,5.69,824100.53
1578140880000,5.69,824197.19
1578140940000,5.69,825378.67
1578140940000,5.69,825378.67
1578141000000,5.69,825378.67
1578141000000,5.69,827613.93
1578141060000,5.69,827148.99
1578141060000,5.68,828584.33
1578141120000,5.68,830159.29
1578141120000,5.68,830159.29
1578141180000,5.71,833299.91
1578141180000,5.70,833328.73
1578141240000,5.70,833187.22
1578141240000,5.70,833187.22
1578141300000,5.70,833187.22
1578141300000,5.69,831633.26
1578141360000,5.67,834938.66
1578141360000,5.66,832245.91
1578141420000,5.66,831558.97
1578141420000,5.66,831558.97
1578141480000,5.65,837794.34
1578141480000,5.64,841577.36
1578141540000,5.64,842223.90
1578141540000,5.64,842157.52
1578141600000,5.63,841273.57
1578141600000,5.61,841969.73
1578141660000,5.61,845393.55
1578141720000,5.61,847145.57
1578141720000,5.58,850873.04
1578141780000,5.56,860432.54
1578141840000,5.59,862857.50
1578141840000,5.59,863008.53
1578141900000,5.59,864988.25
1578141900000,5.58,874634.45
1578141960000,5.58,874634.45
1578141960000,5.58,874634.45
1578142020000,5.58,874634.45
1578142020000,5.64,881199.91
1578142080000,5.65,881305.01
1578142080000,5.72,880683.70
1578142140000,5.69,883777.43
1578142140000,5.68,884299.18
1578142200000,5.63,885897.75
1578142200000,5.64,887493.49
1578142260000,5.68,889464.06
1578142260000,5.68,892323.63
1578142320000,5.68,892663.37
1578142320000,5.65,893328.82
1578142380000,5.65,893164.92
1578142380000,5.66,893543.49
1578142440000,5.66,893543.49
1578142500000,5.68,895935.67
1578142500000,5.68,894691.10
1578142560000,5.66,894445.33
1578142560000,5.66,893492.11
1578142620000,5.65,894669.36
1578142620000,5.65,892630.18
1578142680000,5.65,890807.62
1578142680000,5.66,893437.80
1578142740000,5.66,891755.83
1578142740000,5.64,892063.45
1578142800000,5.64,883925.53
1578142800000,5.64,883925.53
1578142860000,5.64,884388.25
1578142860000,5.64,883161.35
1578142920000,5.64,882825.23
1578142920000,5.64,882949.33
1578142980000,5.64,883002.52
1578142980000,5.64,883002.52
1578143040000,5.64,884775.67
1578143040000,5.64,884700.34
1578143100000,5.64,884700.34
1578143100000,5.64,884987.28
1578143160000,5.64,885485.90
1578143160000,5.64,883653.51
1578143220000,5.63,883742.59
1578143220000,5.63,883742.59
1578143280000,5.63,883701.90
1578143280000,5.63,883701.90
1578143340000,5.63,883701.90
1578143340000,5.63,883701.90
1578143400000,5.63,884560.58
1578143400000,5.63,884718.93
1578143460000,5.63,884718.93
1578143520000,5.63,884187.37
1578143520000,5.63,884187.37
1578143580000,5.60,881112.12
1578143580000,5.61,884005.79
1578143640000,5.61,884005.79
1578143640000,5.61,883601.33
1578143700000,5.61,881958.04
1578143700000,5.60,884767.27
1578143760000,5.60,884749.98
1578143760000,5.60,885573.87
1578143820000,5.60,885541.92
1578143820000,5.62,885897.79
1578143880000,5.62,885635.58
1578143880000,5.61,886348.72
1578143940000,5.61,880082.74
1578143940000,5.61,880502.78
1578144000000,5.61,881083.49
1578144000000,5.61,881083.49
1578144060000,5.61,881083.49
1578144060000,5.62,882310.90
1578144120000,5.62,883919.94
1578144120000,5.62,884221.22
1578144180000,5.62,884530.72
1578144180000,5.62,885080.62
1578144240000,5.63,887441.40
1578144240000,5.63,886991.01
1578144300000,5.63,886424.93
1578144300000,5.63,885400.36
1578144360000,5.63,883063.59
1578144360000,5.61,881101.94
1578144420000,5.61,880648.74
1578144480000,5.61,880648.74
1578144480000,5.61,880648.74
1578144540000,5.61,880648.74
1578144540000,5.62,879889.18
1578144600000,5.64,879931.48
1578144600000,5.64,879785.86
1578144660000,5.64,879897.99
1578144660000,5.66,880498.99
1578144720000,5.66,882388.84
1578144720000,5.66,882434.86
1578144780000,5.66,884378.46
1578144780000,5.66,884396.12
1578144840000,5.66,884320.91
1578144840000,5.66,883995.69
1578144900000,5.66,883995.69
1578144900000,5.66,880644.02
1578144960000,5.66,878834.24
1578144960000,5.64,878836.44
1578145020000,5.64,878156.67
1578145020000,5.64,876577.19
1578145080000,5.64,876577.19
1578145080000,5.64,876577.19
1578145140000,5.64,877505.19
1578145140000,5.64,877411.67
1578145200000,5.64,877411.67
1578145200000,5.64,877404.49
1578145260000,5.64,877386.29
1578145260000,5.64,877386.29
1578145320000,5.64,876663.52
1578145320000,5.64,874307.18
1578145380000,5.64,874307.18
1578145380000,5.64,874140.80
1578145440000,5.64,877268.81
1578145500000,5.64,877465.02
1578145500000,5.65,877565.02
1578145560000,5.65,877565.02
1578145560000,5.65,877565.02
1578145620000,5.66,878276.64
1578145620000,5.66,878276.64
1578145680000,5.66,878276.64
1578145680000,5.66,878276.64
1578145740000,5.66,878276.64
1578145740000,5.67,878365.58
1578145800000,5.67,878365.58
1578145800000,5.67,878186.46
1578145860000,5.67,877851.44
1578145860000,5.67,877851.44
1578145920000,5.67,877800.95
1578145920000,5.67,877800.95
1578145980000,5.67,877351.44
1578145980000,5.67,878693.91
1578146040000,5.67,878693.91
1578146040000,5.67,878693.91
1578146100000,5.67,878693.91
1578146100000,5.67,879075.44
1578146160000,5.67,879075.44
1578146160000,5.67,879075.44
1578146220000,5.67,879075.44
1578146220000,5.67,879119.53
1578146280000,5.67,879119.53
1578146280000,5.66,882739.19
1578146340000,5.66,882739.19
1578146340000,5.66,882739.19
1578146400000,5.66,882739.19
1578146460000,5.66,882236.07
1578146460000,5.66,882236.07
1578146520000,5.66,882246.62
1578146520000,5.65,882346.62
1578146580000,5.64,882394.73
1578146580000,5.65,882406.03
1578146640000,5.65,882406.03
1578146640000,5.65,882529.88
1578146700000,5.65,882529.88
1578146700000,5.65,883262.48
1578146760000,5.65,883262.48
1578146760000,5.65,883255.83
1578146820000,5.65,883255.83
1578146820000,5.66,883509.37
1578146880000,5.66,883509.37
1578146880000,5.66,883509.37
1578146940000,5.67,883863.37
1578146940000,5.66,886327.22
1578147000000,5.66,890934.48
1578147000000,5.68,908556.64
1578147060000,5.68,908556.64
1578147060000,5.67,908559.27
1578147120000,5.67,908559.27
1578147120000,5.67,908542.67
1578147180000,5.67,908542.67
1578147180000,5.65,908754.71
1578147240000,5.65,908754.71
1578147240000,5.65,908754.71
1578147300000,5.65,908820.35
1578147300000,5.65,908905.25
1578147360000,5.65,907941.86
1578147420000,5.65,907941.86
1578147420000,5.66,907967.56
1578147480000,5.66,907967.56
1578147480000,5.66,907955.56
1578147540000,5.66,905426.78
1578147540000,5.66,905232.71
1578147600000,5.66,905287.10
1578147600000,5.66,905246.39
1578147660000,5.66,903728.69
1578147660000,5.66,902642.03
1578147720000,5.65,902659.22
1578147720000,5.65,902693.22
1578147780000,5.65,902693.22
1578147780000,5.65,902694.79
1578147840000,5.65,901107.75
1578147840000,5.65,901402.89
1578147900000,5.65,901402.89
1578147900000,5.65,901402.89
1578147960000,5.65,901402.89
1578147960000,5.66,901429.39
1578148020000,5.66,901429.39
1578148020000,5.66,901429.39
1578148080000,5.66,901429.39
1578148080000,5.66,906055.29
1578148140000,5.66,906055.29
1578148140000,5.66,906055.29
1578148200000,5.65,906932.41
1578148200000,5.65,906932.41
1578148260000,5.65,906811.92
1578148260000,5.65,906191.28
1578148320000,5.65,906137.89
1578148380000,5.66,906010.74
1578148380000,5.66,906510.74
1578148440000,5.66,906510.74
1578148440000,5.66,906738.39
1578148500000,5.66,906738.39
1578148500000,5.66,907038.39
1578148560000,5.66,907066.85
1578148560000,5.66,907115.72
1578148620000,5.66,905187.24
1578148620000,5.66,905187.24
1578148680000,5.66,905187.24
1578148680000,5.66,905222.57
1578148740000,5.66,905253.15
1578148740000,5.66,904578.15
1578148800000,5.65,906171.07
1578148800000,5.65,905068.78
1578148860000,5.65,904195.06
1578148860000,5.65,898675.55
1578148920000,5.65,897999.70
1578148920000,5.65,897999.70
1578148980000,5.65,896064.99
1578148980000,5.65,896047.99
1578149040000,5.65,895490.43
1578149040000,5.65,879011.67
1578149100000,5.65,867742.05
1578149100000,5.65,868968.72
1578149160000,5.65,868868.72
1578149160000,5.65,865952.97
1578149220000,5.65,864591.22
1578149220000,5.65,864065.85
1578149280000,5.65,862764.99
1578149340000,5.65,861710.85
1578149340000,5.65,861437.97
1578149400000,5.65,859514.56
1578149400000,5.65,859413.45
1578149460000,5.65,846858.68
1578149460000,5.65,836632.56
1578149520000,5.65,836632.56
1578149520000,5.65,836203.32
1578149580000,5.65,835939.14
1578149580000,5.65,834358.02
1578149640000,5.65,831459.19
1578149640000,5.64,833115.77
1578149700000,5.65,819950.48
1578150120000,5.66,818416.02
1578150240000,5.67,820650.34
1578150300000,5.67,820153.66
1578150360000,5.67,820136.90
1578150420000,5.67,820136.90
1578150420000,5.67,820107.67
1578150480000,5.67,820105.67
1578150480000,5.67,820091.22
1578150540000,5.66,821555.65
1578150540000,5.66,821447.19
1578150600000,5.66,821136.39
1578150600000,5.67,821566.09
1578150660000,5.67,814952.36
1578150780000,5.67,814941.25
1578150840000,5.67,814941.25
1578150900000,5.66,815603.27
1578150900000,5.66,814696.26
1578150960000,5.66,814477.24
1578151020000,5.66,814445.83
1578151080000,5.66,814445.83
1578151080000,5.66,814445.83
1578151140000,5.66,814445.83
1578151140000,5.66,814444.69
1578151200000,5.66,817014.97
1578151200000,5.66,817014.97
1578151260000,5.66,817014.97
1578151260000,5.66,816762.68
1578151320000,5.66,816762.68
1578151320000,5.66,816762.68
1578151380000,5.66,817650.68
1578151380000,5.66,818040.54
1578151440000,5.67,818043.53
1578151440000,5.67,818043.53
1578151500000,5.66,818681.67
1578151500000,5.66,818681.67
1578151560000,5.66,818620.03
1578151560000,5.66,817929.25
1578151620000,5.66,817678.02
1578151620000,5.66,817678.02
1578151680000,5.66,817678.02
1578151680000,5.66,817678.02
1578151740000,5.66,817610.06
1578151740000,5.66,817610.06
1578151800000,5.66,811367.11
1578151800000,5.66,811367.11
1578151860000,5.66,811367.11
1578151860000,5.66,811367.11
1578151920000,5.66,811367.11
1578151980000,5.66,811367.11
1578151980000,5.66,811326.07
1578152040000,5.66,811501.89
1578152040000,5.66,811501.89
1578152100000,5.66,809943.59
1578152100000,5.66,809497.27
1578152160000,5.66,809497.27
1578152160000,5.66,809507.27
1578152220000,5.64,809509.87
1578152220000,5.64,808640.94
1578152280000,5.64,808640.94
1578152280000,5.64,807918.17
1578152340000,5.64,807918.17
1578152340000,5.64,807918.17
1578152400000,5.64,807910.17
1578152400000,5.64,807910.17
1578152460000,5.64,806879.51
1578152460000,5.64,806879.51
1578152520000,5.64,806823.44
1578152520000,5.64,798268.92
1578152580000,5.64,793012.82
1578152580000,5.64,785015.98
1578152640000,5.64,784212.09
1578152640000,5.65,784544.16
1578152700000,5.65,783402.71
1578152700000,5.65,778428.03
1578152760000,5.65,776818.62
1578152760000,5.65,775263.28
1578152820000,5.65,774780.28
1578152820000,5.65,773917.28
1578152880000,5.65,772816.45
1578152880000,5.65,771307.01
1578152940000,5.65,769958.05
1578153000000,5.65,769958.05
1578153000000,5.65,768886.49
1578153060000,5.65,768886.49
1578153060000,5.65,767750.56
1578153120000,5.65,767750.56
1578153120000,5.65,767750.56
1578153180000,5.65,767730.56
1578153180000,5.65,767730.56
1578153240000,5.65,763762.46
1578153240000,5.65,763762.46
1578153300000,5.64,763853.05
1578153300000,5.64,763853.05
1578153360000,5.64,763853.05
1578153360000,5.64,766997.02
1578153420000,5.64,766997.02
1578153420000,5.64,766487.17
1578153480000,5.64,759784.76
1578153480000,5.64,759784.76
1578153540000,5.64,755012.46
1578153540000,5.63,758425.19
1578153600000,5.63,759825.84
1578153600000,5.64,759839.76
1578153660000,5.64,759839.76
1578153660000,5.63,761381.61
1578153720000,5.63,761512.28
1578153720000,5.62,761612.28
1578153780000,5.63,761881.61
1578153780000,5.63,761881.61
1578153840000,5.62,761998.51
1578153840000,5.62,761091.85
1578153900000,5.62,761091.85
1578153900000,5.62,761091.85
1578153960000,5.62,759891.85
1578154020000,5.62,759891.85
1578154020000,5.62,760060.92
1578154080000,5.62,759306.91
1578154080000,5.62,759306.91
1578154140000,5.62,759306.91
1578154140000,5.62,755309.15
1578154200000,5.62,755309.15
1578154200000,5.62,755277.49
1578154260000,5.62,754129.24
1578154260000,5.62,754129.24
1578154320000,5.62,754129.24
1578154320000,5.64,751634.71
1578154380000,5.64,751634.71
1578154380000,5.64,751493.27
1578154440000,5.64,750000.73
1578154440000,5.63,749418.14
1578154500000,5.63,749466.58
1578154500000,5.63,749466.58
1578154560000,5.63,749271.50
1578154560000,5.63,749242.83
1578154620000,5.63,749217.17
1578154620000,5.63,749184.00
1578154680000,5.63,749184.00
1578154680000,5.63,749184.00
1578154740000,5.64,748808.31
1578154740000,5.64,748808.31
1578154800000,5.62,750699.60
1578154800000,5.62,750699.60
1578154860000,5.62,750699.60
1578154860000,5.62,750699.60
1578154920000,5.62,750699.60
1578154920000,5.62,750699.60
1578154980000,5.62,750679.81
1578155040000,5.62,750679.81
1578155040000,5.62,750679.81
1578155100000,5.62,749985.82
1578155100000,5.62,748762.38
1578155160000,5.62,748762.38
1578155160000,5.62,748762.38
1578155220000,5.62,748762.38
1578155220000,5.64,748079.06
1578155280000,5.64,748079.06
1578155280000,5.64,747916.43
1578155340000,5.64,747916.43
1578155340000,5.64,747916.43
1578155400000,5.64,747916.43
1578155400000,5.64,747805.79
1578155460000,5.64,744164.74
1578155460000,5.64,744164.74
1578155520000,5.62,745181.62
1578155520000,5.62,745181.62
1578155580000,5.62,745181.62
1578155580000,5.62,745181.62
1578155640000,5.63,750205.50
1578155640000,5.63,750206.62
1578155700000,5.60,755206.62
1578155700000,5.60,755206.62
1578155760000,5.60,755206.62
1578155820000,5.60,755206.62
1578155820000,5.60,755206.62
1578155880000,5.60,755206.62
1578155880000,5.60,751537.17
1578155940000,5.60,750650.93
1578155940000,5.60,750650.93
1578156000000,5.60,750650.93
1578156000000,5.60,750650.93
1578156060000,5.60,750650.93
1578156060000,5.60,747357.29
1578156120000,5.60,744148.55
1578156120000,5.64,744021.01
1578156180000,5.64,744021.01
1578156180000,5.64,742523.47
1578156240000,5.64,742461.26
1578156240000,5.64,742461.26
1578156300000,5.64,742461.26
1578156300000,5.64,742461.26
1578156360000,5.64,742461.26
1578156360000,5.64,741527.12
1578156420000,5.64,741527.12
1578156420000,5.64,741527.12
1578156480000,5.61,742112.95
1578156480000,5.61,742102.99
1578156540000,5.61,742102.99
1578156540000,5.61,742019.94
1578156600000,5.61,740885.26
1578156600000,5.61,740885.26
1578156660000,5.63,740886.26
1578156660000,5.63,740886.26
1578156720000,5.63,739710.55
1578156780000,5.63,739693.30
1578156780000,5.63,739710.31
1578156840000,5.63,739710.31
1578156840000,5.63,739710.31
1578156900000,5.62,740685.53
1578156900000,5.62,740685.53
1578156960000,5.62,740685.53
1578156960000,5.62,740668.65
1578157020000,5.62,740668.65
1578157020000,5.62,740668.65
1578157080000,5.62,740668.65
1578157080000,5.62,740668.65
1578157140000,5.62,740668.65
1578157140000,5.64,740685.17
1578157200000,5.64,740399.72
1578157200000,5.64,738770.85
1578157260000,5.64,734514.71
1578157260000,5.64,734514.71
1578157320000,5.64,734514.71
1578157320000,5.63,733744.49
1578157380000,5.63,733639.03
1578157380000,5.62,733138.46
1578157440000,5.62,732354.44
1578157440000,5.62,731363.77
1578157500000,5.62,731806.26
1578157500000,5.61,731811.26
1578157560000,5.61,732735.72
1578157560000,5.61,732745.72
1578157620000,5.61,732745.72
1578157680000,5.61,732745.72
1578157680000,5.61,732745.72
1578157740000,5.61,731864.39
1578157740000,5.61,731864.39
1578157800000,5.61,730334.98
1578157800000,5.61,730334.98
1578157860000,5.61,730334.98
1578157860000,5.61,734262.91
1578157920000,5.58,740198.44
1578157920000,5.58,741745.27
1578157980000,5.58,734856.50
1578157980000,5.58,734633.51
1578158040000,5.58,734411.51
1578158040000,5.60,736789.19
1578158100000,5.60,736789.19
1578158100000,5.60,736789.19
1578158160000,5.59,737071.72
1578158160000,5.59,735939.85
